transaction_id,sale_date,product_id,quantity_units_sold,price_per_unit_at_sale_INR,tax_percentage,discount_percentage,line_total_before_tax_discount,tax_amount,discount_amount,final_line_total_INR,payment_method
TR0008445,2024-09-20,P031,1,230.15,12,2.36,230.15,26.97,5.43,251.69,Cash
TR0008446,2024-09-20,P076,6,402.61,12,4.42,2415.66,277.07,106.77,2585.96,UPI
TR0008447,2024-09-20,P021,5,147.08,12,2.94,735.4,85.65,21.62,799.43,Cash
TR0008448,2024-09-20,P007,1,173.13,5,1.45,173.13,8.53,2.51,179.15,Cash
TR0008449,2024-09-20,P091,4,72.02,5,0.74,288.08,14.3,2.13,300.25,UPI
TR0008450,2024-09-20,P017,5,120.33,5,1.01,601.65,29.78,6.08,625.35,UPI
TR0008451,2024-09-20,P092,5,59.58,12,2.95,297.9,34.69,8.79,323.8,Cash
TR0008452,2024-09-20,P090,2,210.07,5,2.49,420.14,20.48,10.46,430.16,UPI
TR0008453,2024-09-20,P093,5,401.61,5,1.49,2008.05,98.91,29.92,2077.04,UPI
TR0008454,2024-09-20,P016,5,178.59,5,3.62,892.95,43.03,32.32,903.66,Cash
TR0008455,2024-09-20,P088,2,219.05,5,2.77,438.1,21.3,12.14,447.26,Cash
TR0008456,2024-09-20,P029,5,40.53,12,1.6,202.65,23.93,3.24,223.34,Cash
TR0008457,2024-09-20,P093,4,370.13,12,1.43,1480.52,175.12,21.17,1634.47,Card
TR0008458,2024-09-20,P043,6,148.28,12,1.76,889.68,104.88,15.66,978.9,Cash
TR0008459,2024-09-20,P015,2,62.61,5,4.06,125.22,6.01,5.08,126.15,Cash
TR0008460,2024-09-20,P021,6,154.9,5,1.39,929.4,45.82,12.92,962.3,Cash
TR0008461,2024-09-20,P013,4,233.46,12,2.57,933.84,109.18,24.0,1019.02,Card
TR0008462,2024-09-21,P027,6,88.73,5,0.0,532.38,26.62,0.0,559.0,Card
TR0008463,2024-09-21,P039,3,483.41,12,0.7,1450.23,172.81,10.15,1612.89,Card
TR0008464,2024-09-21,P028,4,80.21,12,4.24,320.84,36.87,13.6,344.11,UPI
TR0008465,2024-09-21,P045,2,208.89,12,1.56,417.78,49.35,6.52,460.61,UPI
TR0008466,2024-09-21,P016,2,185.66,12,4.54,371.32,42.54,16.86,397.0,Card
TR0008467,2024-09-21,P038,6,52.16,5,2.08,312.96,15.32,6.51,321.77,Cash
TR0008468,2024-09-21,P006,1,46.94,5,4.96,46.94,2.23,2.33,46.84,UPI
TR0008469,2024-09-21,P048,2,275.53,5,0.67,551.06,27.37,3.69,574.74,Card
TR0008470,2024-09-21,P091,5,71.43,12,0.11,357.15,42.81,0.39,399.57,Card
TR0008471,2024-09-21,P005,1,52.69,12,1.35,52.69,6.24,0.71,58.22,UPI
TR0008472,2024-09-21,P089,5,97.28,12,4.18,486.4,55.93,20.33,522.0,Card
TR0008473,2024-09-21,P017,3,123.94,5,1.65,371.82,18.28,6.14,383.96,UPI
TR0008474,2024-09-21,P032,1,92.88,5,1.47,92.88,4.58,1.37,96.09,Card
TR0008475,2024-09-21,P037,1,171.64,12,3.92,171.64,19.79,6.73,184.7,Card
TR0008476,2024-09-21,P002,4,48.72,5,4.67,194.88,9.29,9.1,195.07,Card
TR0008477,2024-09-21,P021,4,160.05,12,0.38,640.2,76.53,2.43,714.3,UPI
TR0008478,2024-09-21,P008,5,153.71,5,4.87,768.55,36.56,37.43,767.68,UPI
TR0008479,2024-09-21,P032,4,89.22,5,2.31,356.88,17.43,8.24,366.07,UPI
TR0008480,2024-09-21,P097,5,143.14,12,2.37,715.7,83.85,16.96,782.59,Card
TR0008481,2024-09-21,P028,1,84.97,5,1.81,84.97,4.17,1.54,87.6,Card
TR0008482,2024-09-21,P009,4,111.03,5,3.45,444.12,21.44,15.32,450.24,UPI
TR0008483,2024-09-21,P092,5,59.0,12,4.83,295.0,33.69,14.25,314.44,Cash
TR0008484,2024-09-21,P033,1,121.55,12,2.76,121.55,14.18,3.35,132.38,Cash
TR0008485,2024-09-21,P088,6,222.55,5,2.94,1335.3,64.8,39.26,1360.84,UPI
TR0008486,2024-09-21,P024,6,66.4,5,0.26,398.4,19.87,1.04,417.23,Card
TR0008487,2024-09-21,P045,4,216.82,12,4.13,867.28,99.78,35.82,931.24,Cash
TR0008488,2024-09-21,P096,3,101.1,5,4.18,303.3,14.53,12.68,305.15,Cash
TR0008489,2024-09-21,P027,2,86.76,12,1.46,173.52,20.52,2.53,191.51,Cash
TR0008490,2024-09-21,P088,2,228.5,5,2.08,457.0,22.37,9.51,469.86,Cash
TR0008491,2024-09-21,P040,6,184.66,5,0.91,1107.96,54.89,10.08,1152.77,UPI
TR0008492,2024-09-21,P023,5,98.49,5,0.88,492.45,24.41,4.33,512.53,Card
TR0008493,2024-09-21,P020,5,32.92,5,1.73,164.6,8.09,2.85,169.84,UPI
TR0008494,2024-09-21,P022,6,160.72,5,3.5,964.32,46.53,33.75,977.1,Card
TR0008495,2024-09-21,P100,6,157.88,12,2.34,947.28,111.01,22.17,1036.12,Cash
TR0008496,2024-09-21,P079,5,105.42,5,0.09,527.1,26.33,0.47,552.96,UPI
TR0008497,2024-09-21,P042,2,79.93,5,0.34,159.86,7.97,0.54,167.29,Cash
TR0008498,2024-09-21,P014,2,167.61,5,4.59,335.22,15.99,15.39,335.82,Card
TR0008499,2024-09-21,P093,5,393.69,5,3.15,1968.45,95.32,62.01,2001.76,Cash
TR0008500,2024-09-21,P034,6,188.65,12,1.75,1131.9,133.45,19.81,1245.54,Cash
TR0008501,2024-09-21,P013,1,216.7,12,4.01,216.7,24.96,8.69,232.97,Card
TR0008502,2024-09-21,P007,6,162.5,5,0.17,975.0,48.67,1.66,1022.01,UPI
TR0008503,2024-09-21,P085,1,224.38,5,2.55,224.38,10.93,5.72,229.59,Card
TR0008504,2024-09-21,P011,6,45.52,12,0.12,273.12,32.73,0.33,305.52,UPI
TR0008505,2024-09-21,P022,2,165.49,12,0.3,330.98,39.6,0.99,369.59,Cash
TR0008506,2024-09-21,P090,4,212.22,12,0.3,848.88,101.56,2.55,947.89,UPI
TR0008507,2024-09-21,P085,1,221.49,5,2.95,221.49,10.75,6.53,225.71,Cash
TR0008508,2024-09-21,P082,5,210.13,12,3.03,1050.65,122.26,31.83,1141.08,Cash
TR0008509,2024-09-21,P014,5,154.35,12,1.85,771.75,90.9,14.28,848.37,Card
TR0008510,2024-09-21,P049,6,399.72,5,3.94,2398.32,115.19,94.49,2419.02,Card
TR0008511,2024-09-21,P009,1,114.06,5,3.97,114.06,5.48,4.53,115.01,Card
TR0008512,2024-09-21,P031,3,234.81,5,4.08,704.43,33.78,28.74,709.47,Card
TR0008513,2024-09-22,P079,6,106.27,12,3.07,637.62,74.17,19.57,692.22,UPI
TR0008514,2024-09-22,P046,2,201.4,5,4.71,402.8,19.19,18.97,403.02,UPI
TR0008515,2024-09-22,P086,3,126.66,5,4.47,379.98,18.15,16.99,381.14,UPI
TR0008516,2024-09-22,P079,2,114.32,12,4.65,228.64,26.16,10.63,244.17,Card
TR0008517,2024-09-22,P048,5,277.55,5,0.5,1387.75,69.04,6.94,1449.85,Card
TR0008518,2024-09-22,P086,1,132.75,5,2.21,132.75,6.49,2.93,136.31,Card
TR0008519,2024-09-22,P080,4,146.75,12,0.36,587.0,70.19,2.11,655.08,UPI
TR0008520,2024-09-22,P005,3,52.51,5,1.25,157.53,7.78,1.97,163.34,Card
TR0008521,2024-09-22,P045,2,211.22,5,4.3,422.44,20.21,18.16,424.49,Cash
TR0008522,2024-09-22,P085,5,217.52,12,4.66,1087.6,124.43,50.68,1161.35,UPI
TR0008523,2024-09-22,P050,1,46.51,12,3.02,46.51,5.41,1.4,50.52,Cash
TR0008524,2024-09-22,P041,2,99.29,12,1.64,198.58,23.44,3.26,218.76,Cash
TR0008525,2024-09-22,P039,5,464.13,12,4.63,2320.65,265.58,107.45,2478.78,Cash
TR0008526,2024-09-22,P034,3,192.77,5,2.0,578.31,28.34,11.57,595.08,Cash
TR0008527,2024-09-22,P028,5,85.88,5,2.93,429.4,20.84,12.58,437.66,UPI
TR0008528,2024-09-22,P030,5,285.26,5,0.94,1426.3,70.64,13.41,1483.53,UPI
TR0008529,2024-09-22,P039,1,474.74,12,4.51,474.74,54.4,21.41,507.73,UPI
TR0008530,2024-09-22,P021,4,152.16,12,0.45,608.64,72.71,2.74,678.61,Card
TR0008531,2024-09-22,P078,1,92.33,12,0.12,92.33,11.07,0.11,103.29,Cash
TR0008532,2024-09-22,P015,2,65.14,12,2.51,130.28,15.24,3.27,142.25,Cash
TR0008533,2024-09-22,P095,4,122.61,12,3.33,490.44,56.89,16.33,531.0,UPI
TR0008534,2024-09-22,P100,2,156.72,5,0.29,313.44,15.63,0.91,328.16,Cash
TR0008535,2024-09-22,P083,4,45.32,12,2.77,181.28,21.15,5.02,197.41,Cash
TR0008536,2024-09-22,P007,5,167.34,12,4.72,836.7,95.67,39.49,892.88,UPI
TR0008537,2024-09-22,P100,3,154.18,12,3.33,462.54,53.66,15.4,500.8,Cash
TR0008538,2024-09-22,P001,4,85.79,5,4.68,343.16,16.36,16.06,343.46,Cash
TR0008539,2024-09-22,P048,6,256.73,12,0.99,1540.38,183.02,15.25,1708.15,UPI
TR0008540,2024-09-22,P004,4,337.46,12,4.42,1349.84,154.82,59.66,1445.0,UPI
TR0008541,2024-09-22,P016,4,186.56,5,2.48,746.24,36.39,18.51,764.12,Cash
TR0008542,2024-09-22,P089,5,95.61,5,0.16,478.05,23.86,0.76,501.15,Cash
TR0008543,2024-09-22,P029,2,42.95,5,3.38,85.9,4.15,2.9,87.15,Cash
TR0008544,2024-09-22,P093,4,379.15,5,1.29,1516.6,74.85,19.56,1571.89,Card
TR0008545,2024-09-22,P041,1,98.38,5,1.24,98.38,4.86,1.22,102.02,Card
TR0008546,2024-09-22,P038,6,49.06,12,0.6,294.36,35.11,1.77,327.7,Card
TR0008547,2024-09-22,P046,1,190.67,12,0.5,190.67,22.77,0.95,212.49,UPI
TR0008548,2024-09-22,P004,1,331.66,5,4.46,331.66,15.84,14.79,332.71,Cash
TR0008549,2024-09-22,P019,1,145.01,5,0.72,145.01,7.2,1.04,151.17,Cash
TR0008550,2024-09-22,P019,4,157.95,5,0.24,631.8,31.51,1.52,661.79,UPI
TR0008551,2024-09-22,P080,6,140.58,12,3.56,843.48,97.61,30.03,911.06,Card
TR0008552,2024-09-22,P085,1,233.71,12,4.43,233.71,26.8,10.35,250.16,Card
TR0008553,2024-09-22,P003,1,255.65,12,1.22,255.65,30.3,3.12,282.83,Card
TR0008554,2024-09-22,P091,4,74.67,12,2.95,298.68,34.78,8.81,324.65,Cash
TR0008555,2024-09-22,P027,1,90.97,5,0.55,90.97,4.52,0.5,94.99,UPI
TR0008556,2024-09-22,P089,5,91.5,5,1.65,457.5,22.5,7.55,472.45,Card
TR0008557,2024-09-22,P008,5,163.15,12,2.13,815.75,95.8,17.38,894.17,Cash
TR0008558,2024-09-22,P078,3,88.69,5,2.63,266.07,12.95,7.0,272.02,UPI
TR0008559,2024-09-22,P031,4,232.63,5,2.1,930.52,45.55,19.54,956.53,UPI
TR0008560,2024-09-23,P017,3,123.23,5,4.46,369.69,17.66,16.49,370.86,Card
TR0008561,2024-09-23,P099,2,121.55,12,4.78,243.1,27.78,11.62,259.26,Cash
TR0008562,2024-09-23,P079,3,114.67,5,1.35,344.01,16.97,4.64,356.34,UPI
TR0008563,2024-09-23,P027,3,85.84,12,3.44,257.52,29.84,8.86,278.5,Card
TR0008564,2024-09-23,P011,1,47.65,12,0.54,47.65,5.69,0.26,53.08,Card
TR0008565,2024-09-23,P049,6,405.45,12,2.45,2432.7,284.77,59.6,2657.87,Cash
TR0008566,2024-09-23,P090,1,207.29,5,0.81,207.29,10.28,1.68,215.89,Cash
TR0008567,2024-09-23,P027,5,91.88,12,1.64,459.4,54.22,7.53,506.09,Card
TR0008568,2024-09-23,P001,1,82.42,12,4.06,82.42,9.49,3.35,88.56,UPI
TR0008569,2024-09-23,P084,6,236.91,12,2.86,1421.46,165.7,40.65,1546.51,Card
TR0008570,2024-09-23,P029,3,43.18,12,2.37,129.54,15.18,3.07,141.65,UPI
TR0008571,2024-09-23,P013,2,217.25,12,0.66,434.5,51.8,2.87,483.43,Card
TR0008572,2024-09-23,P016,3,182.75,5,2.72,548.25,26.67,14.91,560.01,Cash
TR0008573,2024-09-23,P043,2,146.51,12,0.58,293.02,34.96,1.7,326.28,Cash
TR0008574,2024-09-23,P034,4,193.02,12,1.79,772.08,90.99,13.82,849.25,Card
TR0008575,2024-09-23,P033,1,114.9,5,3.22,114.9,5.56,3.7,116.76,Cash
TR0008576,2024-09-23,P035,5,177.23,5,2.12,886.15,43.37,18.79,910.73,Card
TR0008577,2024-09-23,P010,2,145.07,5,1.5,290.14,14.29,4.35,300.08,UPI
TR0008578,2024-09-23,P083,4,47.67,12,0.37,190.68,22.8,0.71,212.77,Card
TR0008579,2024-09-23,P018,1,117.23,5,3.48,117.23,5.66,4.08,118.81,UPI
TR0008580,2024-09-23,P049,5,414.83,5,0.84,2074.15,102.84,17.42,2159.57,UPI
TR0008581,2024-09-23,P083,4,46.94,5,0.89,187.76,9.3,1.67,195.39,Cash
TR0008582,2024-09-23,P011,6,45.59,12,0.14,273.54,32.78,0.38,305.94,UPI
TR0008583,2024-09-23,P025,4,118.09,12,4.1,472.36,54.36,19.37,507.35,Card
TR0008584,2024-09-23,P089,5,91.57,12,2.41,457.85,53.62,11.03,500.44,Card
TR0008585,2024-09-23,P022,3,159.12,5,4.75,477.36,22.73,22.67,477.42,UPI
TR0008586,2024-09-23,P047,3,33.81,12,2.7,101.43,11.84,2.74,110.53,Card
TR0008587,2024-09-23,P084,6,243.44,12,0.35,1460.64,174.66,5.11,1630.19,UPI
TR0008588,2024-09-23,P095,1,120.44,5,2.43,120.44,5.88,2.93,123.39,Card
TR0008589,2024-09-23,P037,3,171.33,5,2.91,513.99,24.95,14.96,523.98,Cash
TR0008590,2024-09-23,P023,3,99.38,5,1.55,298.14,14.68,4.62,308.2,UPI
TR0008591,2024-09-23,P048,3,277.55,12,4.96,832.65,94.96,41.3,886.31,Card
TR0008592,2024-09-23,P022,1,154.34,5,4.9,154.34,7.34,7.56,154.12,Cash
TR0008593,2024-09-23,P006,5,44.45,5,1.35,222.25,10.96,3.0,230.21,Cash
TR0008594,2024-09-23,P086,6,132.31,12,4.84,793.86,90.65,38.42,846.09,Cash
TR0008595,2024-09-23,P098,5,204.32,5,2.75,1021.6,49.68,28.09,1043.19,UPI
TR0008596,2024-09-23,P099,1,118.58,12,4.71,118.58,13.56,5.59,126.55,UPI
TR0008597,2024-09-23,P040,5,186.61,12,4.13,933.05,107.34,38.53,1001.86,UPI
TR0008598,2024-09-23,P015,1,65.43,5,4.21,65.43,3.13,2.75,65.81,UPI
TR0008599,2024-09-23,P083,1,47.96,12,0.54,47.96,5.72,0.26,53.42,Card
TR0008600,2024-09-23,P095,3,120.58,5,0.15,361.74,18.06,0.54,379.26,UPI
TR0008601,2024-09-23,P089,1,98.41,12,0.84,98.41,11.71,0.83,109.29,UPI
TR0008602,2024-09-24,P017,2,123.88,12,1.24,247.76,29.36,3.07,274.05,Cash
TR0008603,2024-09-24,P050,3,45.14,12,4.95,135.42,15.45,6.7,144.17,UPI
TR0008604,2024-09-24,P086,3,139.45,12,0.31,418.35,50.05,1.3,467.1,Cash
TR0008605,2024-09-24,P047,3,31.99,5,1.63,95.97,4.72,1.56,99.13,UPI
TR0008606,2024-09-24,P020,4,35.98,5,0.38,143.92,7.17,0.55,150.54,UPI
TR0008607,2024-09-24,P025,5,119.07,5,3.31,595.35,28.78,19.71,604.42,Cash
TR0008608,2024-09-24,P022,5,155.76,5,4.12,778.8,37.34,32.09,784.05,UPI
TR0008609,2024-09-24,P011,6,47.85,12,1.39,287.1,33.97,3.99,317.08,UPI
TR0008610,2024-09-24,P008,4,156.16,5,1.93,624.64,30.63,12.06,643.21,UPI
TR0008611,2024-09-24,P033,2,113.53,5,3.3,227.06,10.98,7.49,230.55,Card
TR0008612,2024-09-24,P041,4,101.46,5,2.96,405.84,19.69,12.01,413.52,Card
TR0008613,2024-09-24,P037,4,168.93,5,0.79,675.72,33.52,5.34,703.9,Card
TR0008614,2024-09-24,P087,2,39.46,5,3.21,78.92,3.82,2.53,80.21,Cash
TR0008615,2024-09-24,P031,2,228.1,5,3.87,456.2,21.93,17.65,460.48,UPI
TR0008616,2024-09-24,P024,2,62.37,12,1.65,124.74,14.72,2.06,137.4,Cash
TR0008617,2024-09-24,P046,5,190.59,12,3.36,952.95,110.51,32.02,1031.44,Cash
TR0008618,2024-09-24,P029,1,42.38,5,3.65,42.38,2.04,1.55,42.87,UPI
TR0008619,2024-09-24,P099,6,126.2,5,1.44,757.2,37.32,10.9,783.62,UPI
TR0008620,2024-09-24,P015,2,63.74,5,1.78,127.48,6.26,2.27,131.47,UPI
TR0008621,2024-09-24,P021,2,152.94,5,0.74,305.88,15.18,2.26,318.8,UPI
TR0008622,2024-09-24,P088,3,228.54,5,4.09,685.62,32.88,28.04,690.46,UPI
TR0008623,2024-09-24,P030,4,273.24,12,4.15,1092.96,125.71,45.36,1173.31,Card
TR0008624,2024-09-24,P044,3,171.0,12,1.42,513.0,60.69,7.28,566.41,UPI
TR0008625,2024-09-24,P085,2,228.21,12,2.81,456.42,53.23,12.83,496.82,Cash
TR0008626,2024-09-24,P027,3,90.08,5,2.43,270.24,13.18,6.57,276.85,Card
TR0008627,2024-09-24,P083,6,47.63,5,2.46,285.78,13.94,7.03,292.69,Card
TR0008628,2024-09-24,P026,1,138.05,12,1.65,138.05,16.29,2.28,152.06,Cash
TR0008629,2024-09-24,P079,3,108.04,12,3.47,324.12,37.54,11.25,350.41,UPI
TR0008630,2024-09-24,P046,4,187.08,12,0.54,748.32,89.31,4.04,833.59,Card
TR0008631,2024-09-24,P012,6,254.33,5,3.95,1525.98,73.29,60.28,1538.99,Cash
TR0008632,2024-09-24,P076,2,434.52,12,1.68,869.04,102.53,14.6,956.97,Cash
TR0008633,2024-09-24,P096,3,101.24,5,3.53,303.72,14.65,10.72,307.65,Cash
TR0008634,2024-09-24,P011,1,49.48,12,0.96,49.48,5.88,0.48,54.88,UPI
TR0008635,2024-09-24,P017,2,119.36,12,1.14,238.72,28.32,2.72,264.32,UPI
TR0008636,2024-09-24,P017,6,124.34,5,4.81,746.04,35.51,35.88,745.67,Card
TR0008637,2024-09-24,P097,6,145.82,12,2.11,874.92,102.78,18.46,959.24,Cash
TR0008638,2024-09-24,P003,5,260.44,12,4.03,1302.2,149.97,52.48,1399.69,UPI
TR0008639,2024-09-24,P078,2,92.37,12,1.56,184.74,21.82,2.88,203.68,Card
TR0008640,2024-09-24,P013,5,218.77,12,2.87,1093.85,127.5,31.39,1189.96,Cash
TR0008641,2024-09-24,P017,5,130.68,12,2.91,653.4,76.13,19.01,710.52,Cash
TR0008642,2024-09-24,P025,3,113.34,5,0.73,340.02,16.88,2.48,354.42,Card
TR0008643,2024-09-24,P017,5,127.96,12,4.24,639.8,73.52,27.13,686.19,UPI
TR0008644,2024-09-24,P017,1,127.68,5,4.22,127.68,6.11,5.39,128.4,UPI
TR0008645,2024-09-24,P002,4,49.08,5,1.01,196.32,9.72,1.98,204.06,Cash
TR0008646,2024-09-24,P076,5,404.84,5,3.31,2024.2,97.86,67.0,2055.06,Card
TR0008647,2024-09-24,P015,1,62.09,12,1.47,62.09,7.34,0.91,68.52,UPI
TR0008648,2024-09-24,P033,4,120.93,5,0.96,483.72,23.95,4.64,503.03,Card
TR0008649,2024-09-24,P086,5,128.5,5,0.26,642.5,32.04,1.67,672.87,Cash
TR0008650,2024-09-24,P084,1,238.45,5,2.08,238.45,11.67,4.96,245.16,UPI
TR0008651,2024-09-24,P093,5,398.14,12,4.29,1990.7,228.64,85.4,2133.94,UPI
TR0008652,2024-09-24,P098,1,197.5,12,3.1,197.5,22.97,6.12,214.35,Cash
TR0008653,2024-09-24,P003,3,249.9,5,0.5,749.7,37.3,3.75,783.25,Cash
TR0008654,2024-09-24,P002,3,49.25,12,0.81,147.75,17.59,1.2,164.14,Cash
TR0008655,2024-09-24,P079,1,108.98,5,0.1,108.98,5.44,0.11,114.31,UPI
TR0008656,2024-09-24,P019,6,158.73,5,3.56,952.38,45.92,33.9,964.4,Cash
TR0008657,2024-09-24,P006,1,48.74,5,0.03,48.74,2.44,0.01,51.17,Card
TR0008658,2024-09-24,P088,5,221.42,12,3.38,1107.1,128.36,37.42,1198.04,Card
TR0008659,2024-09-25,P020,6,32.85,12,3.37,197.1,22.86,6.64,213.32,Card
TR0008660,2024-09-25,P077,4,68.87,5,0.51,275.48,13.7,1.4,287.78,Cash
TR0008661,2024-09-25,P040,3,186.95,12,0.7,560.85,66.83,3.93,623.75,Cash
TR0008662,2024-09-25,P031,2,224.5,12,4.44,449.0,51.49,19.94,480.55,Card
TR0008663,2024-09-25,P023,6,101.22,5,2.41,607.32,29.63,14.64,622.31,Card
TR0008664,2024-09-25,P026,2,148.29,12,4.55,296.58,33.97,13.49,317.06,Card
TR0008665,2024-09-25,P040,3,192.99,5,2.48,578.97,28.23,14.36,592.84,UPI
TR0008666,2024-09-25,P100,2,163.27,5,3.99,326.54,15.68,13.03,329.19,Cash
TR0008667,2024-09-25,P081,6,119.8,12,1.12,718.8,85.29,8.05,796.04,Cash
TR0008668,2024-09-25,P026,4,138.85,12,2.41,555.4,65.04,13.39,607.05,UPI
TR0008669,2024-09-25,P031,4,218.55,5,2.22,874.2,42.74,19.41,897.53,Cash
TR0008670,2024-09-25,P091,5,72.9,5,0.03,364.5,18.22,0.11,382.61,UPI
TR0008671,2024-09-25,P082,5,208.68,5,4.95,1043.4,49.59,51.65,1041.34,Cash
TR0008672,2024-09-25,P030,6,288.17,12,2.65,1729.02,201.98,45.82,1885.18,Cash
TR0008673,2024-09-25,P019,6,145.76,12,4.54,874.56,100.18,39.71,935.03,Cash
TR0008674,2024-09-25,P039,1,460.13,12,3.18,460.13,53.46,14.63,498.96,Cash
TR0008675,2024-09-25,P001,3,84.63,12,3.92,253.89,29.27,9.95,273.21,Card
TR0008676,2024-09-25,P002,6,48.74,5,3.16,292.44,14.16,9.24,297.36,Cash
TR0008677,2024-09-25,P016,4,173.91,12,0.86,695.64,82.76,5.98,772.42,Cash
TR0008678,2024-09-25,P031,5,225.93,5,3.49,1129.65,54.51,39.42,1144.74,UPI
TR0008679,2024-09-25,P081,5,118.6,12,2.16,593.0,69.62,12.81,649.81,UPI
TR0008680,2024-09-25,P020,4,35.03,12,1.46,140.12,16.57,2.05,154.64,UPI
TR0008681,2024-09-25,P014,4,166.15,12,3.32,664.6,77.1,22.06,719.64,UPI
TR0008682,2024-09-25,P015,2,61.72,12,4.61,123.44,14.13,5.69,131.88,UPI
TR0008683,2024-09-25,P100,4,153.71,12,3.92,614.84,70.89,24.1,661.63,UPI
TR0008684,2024-09-25,P081,3,120.82,5,0.91,362.46,17.96,3.3,377.12,Cash
TR0008685,2024-09-25,P084,6,240.87,12,4.97,1445.22,164.81,71.83,1538.2,UPI
TR0008686,2024-09-25,P038,3,50.05,5,1.47,150.15,7.4,2.21,155.34,Card
TR0008687,2024-09-25,P022,1,154.52,5,2.45,154.52,7.54,3.79,158.27,Card
TR0008688,2024-09-25,P047,2,35.17,5,1.17,70.34,3.48,0.82,73.0,Cash
TR0008689,2024-09-25,P023,1,103.91,12,3.74,103.91,12.0,3.89,112.02,Cash
TR0008690,2024-09-25,P041,2,97.32,12,3.18,194.64,22.61,6.19,211.06,Card
TR0008691,2024-09-25,P086,2,131.52,12,2.27,263.04,30.85,5.97,287.92,UPI
TR0008692,2024-09-25,P006,1,44.92,5,0.96,44.92,2.22,0.43,46.71,Card
TR0008693,2024-09-25,P007,4,164.41,5,3.61,657.64,31.7,23.74,665.6,UPI
TR0008694,2024-09-25,P047,2,32.52,12,0.31,65.04,7.78,0.2,72.62,UPI
TR0008695,2024-09-25,P048,3,252.83,12,4.17,758.49,87.22,31.63,814.08,Card
TR0008696,2024-09-25,P016,1,176.16,5,2.98,176.16,8.55,5.25,179.46,Card
TR0008697,2024-09-25,P095,1,119.88,12,4.46,119.88,13.74,5.35,128.27,Card
TR0008698,2024-09-25,P081,2,121.28,5,3.33,242.56,11.72,8.08,246.2,UPI
TR0008699,2024-09-25,P009,4,111.59,5,4.98,446.36,21.21,22.23,445.34,Card
TR0008700,2024-09-25,P033,4,121.45,12,0.19,485.8,58.19,0.92,543.07,Cash
TR0008701,2024-09-25,P009,3,109.0,5,1.18,327.0,16.16,3.86,339.3,Card
TR0008702,2024-09-25,P093,4,399.13,5,0.03,1596.52,79.8,0.48,1675.84,UPI
TR0008703,2024-09-25,P045,1,207.96,5,4.03,207.96,9.98,8.38,209.56,UPI
TR0008704,2024-09-25,P031,6,218.51,5,0.93,1311.06,64.94,12.19,1363.81,Card
TR0008705,2024-09-25,P025,6,115.72,5,4.82,694.32,33.04,33.47,693.89,Cash
TR0008706,2024-09-25,P078,1,85.35,5,3.15,85.35,4.13,2.69,86.79,Cash
TR0008707,2024-09-25,P086,2,138.47,12,4.14,276.94,31.86,11.47,297.33,Cash
TR0008708,2024-09-25,P081,5,121.36,12,0.08,606.8,72.76,0.49,679.07,UPI
TR0008709,2024-09-25,P035,4,172.18,5,0.22,688.72,34.36,1.52,721.56,Card
TR0008710,2024-09-25,P031,6,215.31,12,2.87,1291.86,150.57,37.08,1405.35,Cash
TR0008711,2024-09-25,P035,5,173.3,5,3.26,866.5,41.91,28.25,880.16,Card
TR0008712,2024-09-25,P006,2,47.92,12,3.05,95.84,11.15,2.92,104.07,UPI
TR0008713,2024-09-25,P079,6,106.14,12,1.68,636.84,75.14,10.7,701.28,Card
TR0008714,2024-09-25,P039,1,489.3,12,3.6,489.3,56.6,17.61,528.29,UPI
TR0008715,2024-09-25,P006,5,47.19,5,2.17,235.95,11.54,5.12,242.37,Cash
TR0008716,2024-09-25,P030,3,261.43,5,3.55,784.29,37.82,27.84,794.27,Card
TR0008717,2024-09-25,P011,4,47.91,5,1.23,191.64,9.46,2.36,198.74,Cash
TR0008718,2024-09-25,P026,3,141.15,5,2.67,423.45,20.61,11.31,432.75,Card
TR0008719,2024-09-26,P023,6,102.03,12,1.39,612.18,72.44,8.51,676.11,Card
TR0008720,2024-09-26,P013,4,221.78,12,2.08,887.12,104.24,18.45,972.91,Cash
TR0008721,2024-09-26,P021,6,152.82,5,1.64,916.92,45.09,15.04,946.97,UPI
TR0008722,2024-09-26,P085,3,231.92,5,3.15,695.76,33.69,21.92,707.53,UPI
TR0008723,2024-09-26,P033,5,112.69,5,2.12,563.45,27.58,11.95,579.08,UPI
TR0008724,2024-09-26,P095,1,116.34,12,4.28,116.34,13.36,4.98,124.72,Card
TR0008725,2024-09-26,P093,6,374.63,5,1.33,2247.78,110.89,29.9,2328.77,UPI
TR0008726,2024-09-26,P082,1,204.36,5,4.96,204.36,9.71,10.14,203.93,Card
TR0008727,2024-09-26,P076,3,403.24,5,3.88,1209.72,58.14,46.94,1220.92,UPI
TR0008728,2024-09-26,P015,6,63.55,12,3.1,381.3,44.34,11.82,413.82,UPI
TR0008729,2024-09-26,P082,1,211.42,12,3.31,211.42,24.53,7.0,228.95,Cash
TR0008730,2024-09-26,P076,1,407.84,12,2.06,407.84,47.93,8.4,447.37,Card
TR0008731,2024-09-26,P100,3,148.83,12,0.33,446.49,53.4,1.47,498.42,Cash
TR0008732,2024-09-26,P004,2,328.26,5,3.93,656.52,31.54,25.8,662.26,Card
TR0008733,2024-09-26,P020,5,35.91,12,2.5,179.55,21.01,4.49,196.07,Card
